manufacturer,model_name,screen_size_inches,screen,cpu,ram_GB,storage,os,os_version,weight,price_euros,gpu_manufacturer,cpu_manufacturer,screen_width_px,screen_high_px,cpu_speed_ghz
Lenovo,Thinkpad T460,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,8,256GB SSD,Windows,10,1.7kg,"1488,99",Intel,Intel,1920,1080,2.6
Dell,Alienware 17,17.3,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,16,512GB SSD +  1TB HDD,Windows,10,4.36kg,"3154,00",Nvidia,Intel,3840,2160,2.8
Dell,XPS 13,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 7Y54 1.2GHz,8,256GB SSD,Windows,10,1.24kg,"1899,00",Intel,Intel,1920,1080,1.2
HP,ProBook x360,11.6,Touchscreen 1366x768,Intel Pentium Quad Core N4200 1.1GHz,4,256GB SSD,Windows,10,1.45kg,"775,00",Intel,Intel,1366,768,1.1
Dell,XPS 13,13.3,Quad HD+ 3200x1800,Intel Core i7 6500U 2.5GHz,8,256GB SSD,Windows,10,1.3kg,"1268,00",Intel,Intel,3200,1800,2.5
Acer,Chromebook C738T-C2EJ,11.6,IPS Panel Touchscreen 1366x768,Intel Celeron Dual Core N3060 1.6GHz,4,32GB Flash Storage,Chrome OS,Version Unknown,1.25kg,"389,00",Intel,Intel,1366,768,1.6
Toshiba,Portege Z30-C-16Z,13.3,Full HD 1920x1080,Intel Core i5 6300U 2.4GHz,8,256GB SSD,Windows,10,1.2kg,"1535,00",Intel,Intel,1920,1080,2.4
Lenovo,ThinkPad X270,12.5,IPS Panel Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,8,256GB SSD,Windows,10,1.36kg,"1760,00",Intel,Intel,1920,1080,2.6
Acer,Aspire F5-573G-510L,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,12,128GB SSD +  1TB HDD,Windows,10,2.4kg,"1009,00",Nvidia,Intel,1920,1080,2.5
Toshiba,Portege X20W-D-10V,12.5,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8,512GB SSD,Windows,10,1.1kg,"1790,00",Intel,Intel,1920,1080,2.7
HP,ProBook 450,15.6,1366x768,Intel Core i5 7200U 2.50GHz,8,1TB HDD,Windows,10,2.04kg,"846,50",Nvidia,Intel,1366,768,2.5
Dell,Inspiron 3567,15.6,1366x768,Intel Core i3 6006U 2.0GHz,4,1TB HDD,Linux,Version Unknown,2.25kg,"465,62",AMD,Intel,1366,768,2.0
Dell,Latitude 5580,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4,500GB HDD,Windows,10,1.9kg,"825,00",Intel,Intel,1366,768,2.5
HP,ProBook 450,15.6,Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,4,500GB HDD,Windows,10,2.04kg,"685,00",Intel,Intel,1920,1080,2.4
Dell,Alienware 17,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,32,256GB SSD +  1TB HDD,Windows,10,4.42kg,"3149,00",Nvidia,Intel,1920,1080,2.8
Lenovo,IdeaPad 310-15IKB,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,6,256GB SSD,Windows,10,2.4kg,"695,00",Nvidia,Intel,1920,1080,2.5
Dell,XPS 13,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7Y75 1.3GHz,16,512GB SSD,Windows,10,1.22kg,"1899,00",Intel,Intel,3200,1800,1.3
Dell,Latitude E7470,14.0,Touchscreen 2560x1440,Intel Core i7 6600U 2.6GHz,8,256GB SSD,Windows,10,1.5kg,"1962,98",Intel,Intel,2560,1440,2.6
Dell,Alienware 17,17.3,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,32,256GB SSD +  1TB HDD,Windows,10,4.42kg,"2800,00",Nvidia,Intel,1920,1080,2.6
Toshiba,Tecra A40-C-1DF,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Windows,10,1.95kg,"1180,00",Intel,Intel,1920,1080,2.3
Asus,Rog Strix,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Windows,10,2.73kg,"2049,90",Nvidia,Intel,1920,1080,2.8
HP,Probook 450,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.70GHz,8,128GB SSD +  1TB HDD,Windows,10,2.04kg,"979,00",Nvidia,Intel,1920,1080,2.7
Lenovo,ThinkPad T460,14.0,1366x768,Intel Core i5 6200U 2.3GHz,4,508GB Hybrid,Windows,7,1.70kg,"1002,00",Intel,Intel,1366,768,2.3
Asus,Q534UX-BHI7T19 (i7-7500U/16GB/2TB,15.6,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7500U 2.7GHz,16,512GB SSD +  2TB HDD,Windows,10,2.3kg,"1799,00",Nvidia,Intel,3840,2160,2.7
HP,15-bs053od (i7-7500U/6GB/1TB/W10),15.6,1366x768,Intel Core i7 7500U 2.7GHz,6,1TB HDD,Windows,10,2.04kg,"579,00",Intel,Intel,1366,768,2.7
Asus,Rog GL753VE-DS74,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Windows,10,2.99kg,"1749,00",Nvidia,Intel,1920,1080,2.8
Dell,Inspiron 7579,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,12,512GB SSD,Windows,10,2.19kg,"1299,00",Intel,Intel,1920,1080,2.7
Toshiba,Portege Z30-C-1CV,13.3,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4,128GB SSD,Windows,7,1.2kg,"1195,00",Intel,Intel,1920,1080,2.3
Lenovo,IdeaPad 320-15ABR,15.6,Full HD 1920x1080,AMD A12-Series 9720P 3.6GHz,6,256GB SSD,Windows,10,2.2kg,"549,00",AMD,AMD,1920,1080,3.6
Fujitsu,LifeBook A556,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4,256GB SSD,Windows,10,2.3kg,"649,00",Intel,Intel,1366,768,2.3
Toshiba,Tecra A40-C-1KF,14.0,1366x768,Intel Core i5 6200U 2.3GHz,4,500GB HDD,Windows,10,1.75kg,"915,00",Intel,Intel,1366,768,2.3
Dell,Inspiron 3567,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4,500GB HDD,Windows,10,2.25kg,"599,00",AMD,Intel,1366,768,2.5
HP,Probook 450,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,1TB HDD,Windows,10,2.04kg,"806,00",Intel,Intel,1920,1080,2.5
Lenovo,Legion Y520-15IKBN,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD +  1TB HDD,Windows,10,2.5kg,"1189,00",Nvidia,Intel,1920,1080,2.8
Dell,Inspiron 5567,15.6,1366x768,Intel Core i7 7500U 2.7GHz,8,1TB HDD,Windows,10,2.36kg,"749,00",AMD,Intel,1366,768,2.7
Dell,Latitude 5480,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,128GB SSD,Windows,10,1.6kg,"1119,00",Intel,Intel,1920,1080,2.5
HP,EliteBook Folio,12.5,Full HD 1920x1080,Intel Core M 6Y75 1.2GHz,8,512GB SSD,Windows,10,0.97kg,"1908,00",Intel,Intel,1920,1080,1.2
HP,15-bs005nv (i3-6006U/4GB/1TB,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,128GB SSD +  1TB HDD,Windows,10,2.1kg,"499,00",AMD,Intel,1920,1080,2.0
Lenovo,V110-15IAP (N3350/4GB/128GB/No,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,128GB SSD,No OS,Version Unknown,1.9kg,"270,62",Intel,Intel,1366,768,1.1
Lenovo,ThinkPad T560,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Windows,10,2.3kg,"1349,00",Intel,Intel,1920,1080,2.3
Dell,Inspiron 5378,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,1.68kg,"889,00",Intel,Intel,1920,1080,2.5
Asus,ZenBook UX310UA-FB485T,13.3,Quad HD+ 3200x1800,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,1.4kg,"1150,00",Intel,Intel,3200,1800,2.5
HP,Spectre 13-V111dx,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Windows,10,1.11kg,"1349,00",Intel,Intel,1920,1080,2.7
Acer,Aspire ES1-533,15.6,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4,500GB HDD,Windows,10,2.4kg,"380,00",Intel,Intel,1366,768,1.1
Asus,Rog GL553VE-DS74,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Windows,10,2.5kg,"1799,00",Nvidia,Intel,1920,1080,2.8
HP,EliteBook 840,14.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,512GB SSD,Windows,10,1.48kg,"2089,00",Intel,Intel,1920,1080,2.7
Acer,Nitro 5,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD +  1TB HDD,Windows,10,2.7kg,"1260,00",Nvidia,Intel,1920,1080,2.8
HP,ENVY -,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,1.34kg,"1189,00",Intel,Intel,1920,1080,2.5
Dell,Vostro 3568,15.6,1366x768,Intel Core i3 7100U 2.4GHz,4,128GB SSD,Windows,10,2.18kg,"547,00",Intel,Intel,1366,768,2.4
HP,Probook 440,14.0,1366x768,Intel Core i5 7200U 2.5GHz,4,500GB HDD,Windows,10,1.64kg,"779,00",Intel,Intel,1366,768,2.5
Toshiba,Portege Z30-C-16H,13.3,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4,128GB SSD,Windows,10,1.2kg,"1195,00",Intel,Intel,1920,1080,2.3
HP,EliteBook 840,14.0,1366x768,Intel Core i5 6300U 2.4GHz,4,256GB SSD,Windows,10,1.48kg,"1099,99",Intel,Intel,1366,768,2.4
HP,ProBook 640,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,256GB SSD,Windows,10,1.95kg,"1205,00",Intel,Intel,1920,1080,2.5
HP,EliteBook 1040,14.0,Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,8,256GB SSD,Windows,7,1.43kg,"1449,00",Intel,Intel,1920,1080,2.6
HP,ProBook 440,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,1.64kg,"1049,26",Nvidia,Intel,1920,1080,2.5
HP,Probook 440,14.0,1366x768,Intel Core i3 7100U 2.4GHz,4,500GB HDD,Windows,10,1.64kg,"684,00",Intel,Intel,1366,768,2.4
Dell,Inspiron 7567,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,1TB Hybrid,Windows,10,2.65kg,"949,00",Nvidia,Intel,1920,1080,2.5
HP,EliteBook 820,12.5,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,500GB HDD,Windows,10,1.26kg,"1539,00",Intel,Intel,1920,1080,2.5
HP,Elitebook 840,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,256GB SSD,Windows,10,1.48kg,"1590,00",Intel,Intel,1920,1080,2.5
HP,EliteBook 840,14.0,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8,256GB SSD,Windows,10,1.54kg,"1887,21",Intel,Intel,1920,1080,2.5
HP,Probook 430,13.3,1366x768,Intel Core i3 7100U 2.4GHz,4,500GB HDD,Windows,10,1.49kg,"800,00",Intel,Intel,1366,768,2.4
Toshiba,Portege A30-C-1CZ,13.3,1366x768,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Windows,10,1.5kg,"1210,00",Intel,Intel,1366,768,2.3
HP,ProBook 450,15.6,1366x768,Intel Core i3 7100U 2.4GHz,4,256GB SSD,Windows,10,2.04kg,"769,99",Intel,Intel,1366,768,2.4
Lenovo,ThinkPad P70,17.3,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 6820HQ 2.7GHz,16,512GB SSD,Windows,7,2.4kg,"2968,00",Nvidia,Intel,3840,2160,2.7
Toshiba,Tecra Z40-C-12Z,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Windows,10,1.47kg,"1490,00",Intel,Intel,1920,1080,2.3
HP,EliteBook 1040,14.0,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8,256GB SSD,Windows,10,1.43kg,"2229,00",Intel,Intel,1920,1080,2.5
Dell,Inspiron 5568,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i3 6100U 2.3GHz,4,1TB HDD,Windows,10,2.08kg,"795,99",Intel,Intel,1920,1080,2.3
Toshiba,Portégé Z30-C-16K,13.3,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Windows,10,1.2kg,"1590,00",Intel,Intel,1920,1080,2.3
HP,Spectre 13-V100nv,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,1.11kg,"1149,00",Intel,Intel,1920,1080,2.5
HP,ProBook 440,14.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Windows,10,1.64kg,"1185,43",Nvidia,Intel,1920,1080,2.7
Dell,Latitude E5570,15.6,Full HD 1920x1080,Intel Core i5 6300U 2.4GHz,8,500GB HDD,Windows,10,2.09kg,"1046,44",Intel,Intel,1920,1080,2.4
HP,Elitebook 820,12.5,1366x768,Intel Core i5 7200U 2.5GHz,4,256GB SSD,Windows,10,1.26kg,"1559,00",Intel,Intel,1366,768,2.5
HP,ProBook 650,14.0,1366x768,Intel Core i5 7200U 2.5GHz,4,500GB HDD,Windows,10,2.31kg,"1189,00",Intel,Intel,1366,768,2.5
HP,ProBook 640,14.0,1366x768,Intel Core i5 7200U 2.5GHz,4,500GB HDD,Windows,10,1.95kg,"1060,00",Intel,Intel,1366,768,2.5
Dell,XPS 13,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,1.29kg,"1624,00",Intel,Intel,3200,1800,2.5
HP,Probook 470,17.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,2.63kg,"1080,00",Nvidia,Intel,1920,1080,2.5
HP,ProBook 440,14.0,1366x768,Intel Core i5 7200U 2.5GHz,4,256GB SSD,Windows,10,1.64kg,"973,00",Intel,Intel,1366,768,2.5
Acer,Aspire 3,15.6,1366x768,AMD A9-Series 9420 3GHz,6,1TB HDD,Windows,10,2.1kg,"409,00",AMD,AMD,1366,768,3.0
Micro-Star International,GL72M 7RDX,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD +  1TB HDD,Windows,10,2.7kg,"1191,80",Nvidia,Intel,1920,1080,2.8
HP,Probook 640,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Windows,7,1.95kg,"1195,00",Intel,Intel,1920,1080,2.3
HP,EliteBook 850,15.6,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8,256GB SSD,Windows,10,1.84kg,"1228,99",Intel,Intel,1920,1080,2.5
HP,EliteBook 820,12.5,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8,256GB SSD,Windows,10,1.26kg,"1349,00",Intel,Intel,1920,1080,2.5
HP,ProBook 450,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4,500GB HDD,Windows,10,2.04kg,"742,00",Intel,Intel,1366,768,2.5
Toshiba,Tecra Z40-C-136,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,8,256GB SSD,Windows,10,1.47kg,"1725,00",Intel,Intel,1920,1080,2.6
Dell,Latitude E5570,15.6,Full HD 1920x1080,Intel Core i5 6300U 2.4GHz,8,256GB SSD,Windows,7,2.09kg,"1062,95",Intel,Intel,1920,1080,2.4
HP,ProBook 440,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,1.64kg,"1010,51",Intel,Intel,1920,1080,2.5
Lenovo,Yoga 500-15ISK,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,4,256GB SSD,Windows,10,1.8kg,"847,00",Intel,Intel,1920,1080,2.5
Vero,V142 (X5-Z8350/2GB/32GB/W10),14.0,1366x768,Intel Atom X5-Z8350 1.44GHz,2,32GB Flash Storage,Windows,10,1.45kg,"210,80",Intel,Intel,1366,768,1.44
Toshiba,Tecra A50-C-218,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,16,256GB SSD,Windows,10,2.4kg,"1425,00",Nvidia,Intel,1920,1080,2.5
Lenovo,Thinkpad L560,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Windows,10,2.3kg,"1049,60",Intel,Intel,1920,1080,2.3
HP,EliteBook 840,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4,500GB HDD,Windows,10,1.54kg,"1000,00",Intel,Intel,1920,1080,2.3
HP,EliteBook 850,15.6,Full HD 1920x1080,Intel Core i5 6300U 2.4GHz,8,256GB SSD +  500GB HDD,Windows,10,1.84kg,"2103,34",Intel,Intel,1920,1080,2.4
HP,EliteBook 1040,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Windows,7,1.43kg,"1469,00",Intel,Intel,1920,1080,2.3
Micro-Star International,GT72S Dominator,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,16,256GB SSD +  1TB HDD,Windows,10,3.78kg,"1545,64",Nvidia,Intel,1920,1080,2.7
Lenovo,IdeaPad Y900-17ISK,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16,128GB SSD +  1TB HDD,Windows,10,4.6kg,"2289,99",Nvidia,Intel,1920,1080,2.6
Asus,Chromebook C202SA,11.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4,16GB Flash Storage,Chrome OS,Version Unknown,1.2kg,"287,90",Intel,Intel,1366,768,1.6
Lenovo,ThinkPad X1,14.0,IPS Panel 2560x1440,Intel Core i7 6600U 2.6GHz,16,256GB SSD,Windows,7,1.1kg,"2620,00",Intel,Intel,2560,1440,2.6
HP,Noteb Pav,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,1TB HDD,Windows,10,1.91kg,"979,00",Nvidia,Intel,1920,1080,2.7
Dell,Inspiron 5578,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.7GHz,8,256GB SSD,Windows,10,2.3kg,"1094,00",Intel,Intel,1920,1080,2.7
HP,ProBook 450,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4,256GB SSD,Windows,10,2.04kg,"979,00",Intel,Intel,1366,768,2.5
Dell,XPS 13,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7500U 2.7GHz,16,1TB SSD,Windows,10,1.2kg,"2254,00",Intel,Intel,3200,1800,2.7
HP,ProBook 650,15.6,1366x768,Intel Core i3 6100U 2.3GHz,4,500GB HDD,Windows,10,2.31kg,"705,15",Intel,Intel,1366,768,2.3
HP,250 G5,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4,500GB HDD,No OS,Version Unknown,1.96kg,"499,00",Intel,Intel,1366,768,2.5
Acer,Aspire ES1-523,15.6,1366x768,AMD A8-Series 7410 2.2GHz,8,1TB HDD,Windows,10,2.4kg,"449,00",AMD,AMD,1366,768,2.2
Dell,Inspiron 7378,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,12,256GB SSD,Windows,10,1.6kg,"1299,00",Intel,Intel,1920,1080,2.7
Micro-Star International,GT62VR 6RD,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16,256GB SSD +  1TB HDD,Windows,10,2.94kg,"1819,00",Nvidia,Intel,1920,1080,2.6
HP,ProBook 450,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Windows,10,2.04kg,"1070,00",Intel,Intel,1920,1080,2.7
Asus,Rog G752VL-GC088D,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16,1TB HDD,No OS,Version Unknown,4kgs,"998,00",Nvidia,Intel,1920,1080,2.6
Dell,Inspiron 3567,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,1TB HDD,Windows,10,2.25kg,"559,00",Intel,Intel,1920,1080,2.5
Dell,Inspiron 5567,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16,2TB HDD,Windows,10,2.32kg,"989,99",AMD,Intel,1920,1080,2.7
Micro-Star International,GS63VR 6RF,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16,256GB SSD +  1TB HDD,Windows,10,1.8kg,"1929,00",Nvidia,Intel,1920,1080,2.6
Dell,XPS 13,13.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Windows,10,1.29kg,"1458,00",Intel,Intel,1920,1080,2.7
Asus,ROG G701VO,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,64,1TB SSD,Windows,10,3.58kg,"3975,00",Nvidia,Intel,1920,1080,2.7
Dell,Inspiron 5368,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,8,256GB SSD,Windows,10,1.62kg,"798,01",Intel,Intel,1920,1080,2.5
Dell,Alienware 15,15.6,4K Ultra HD 3840x2160,Intel Core i7 6700HQ 2.6GHz,16,256GB SSD +  1TB HDD,Windows,10,3.21kg,"1329,00",Nvidia,Intel,3840,2160,2.6
Apple,"MacBook 12""",12.0,IPS Panel Retina Display 2304x1440,Intel Core M 1.1GHz,8,256GB Flash Storage,macOS,X,0.920kg,"1300,00",Intel,Intel,2304,1440,1.1
Dell,Latitude 3570,15.6,1366x768,Intel Core i3 6100U 2.3GHz,4,500GB HDD,Windows,10,2.06kg,"481,98",Intel,Intel,1366,768,2.3
HP,ProBook 650,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4,500GB HDD,Windows,10,2.31kg,"1199,00",Intel,Intel,1366,768,2.3
HP,EliteBook 820,12.5,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Windows,7,1.26kg,"1199,00",Intel,Intel,1920,1080,2.3
HP,ProBook 430,13.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Windows,10,1.49kg,"1090,00",Intel,Intel,1920,1080,2.7
Lenovo,ThinkPad Yoga,12.5,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,8,256GB SSD,Windows,10,1.3kg,"1713,49",Intel,Intel,1920,1080,2.5
Lenovo,IdeaPad 300-17ISK,17.3,1600x900,Intel Core i5 6200U 2.3GHz,8,1TB HDD,Windows,10,3.0kg,"659,00",AMD,Intel,1600,900,2.3
Lenovo,Ideapad 700-15ISK,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 6300HQ 2.3GHz,4,1TB HDD,Windows,10,2.3kg,"977,00",Nvidia,Intel,1920,1080,2.3
Micro-Star International,GT72VR Dominator,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Windows,10,3.78kg,"2499,00",Nvidia,Intel,1920,1080,2.8
Lenovo,V110-15ISK (i5-6200U/4GB/500GB/W10),15.6,1366x768,Intel Core i5 6200U 2.3GHz,4,500GB HDD,Windows,10,2.1kg,"540,00",Intel,Intel,1366,768,2.3
HP,Probook 650,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4,500GB HDD,Windows,7,2.31kg,"940,00",Intel,Intel,1920,1080,2.3
Lenovo,Yoga 900S-12ISK,12.5,IPS Panel Touchscreen 2560x1440,Intel Core M 6Y75 1.2GHz,8,512GB SSD,Windows,10,0.99kg,"1399,00",Intel,Intel,2560,1440,1.2
Lenovo,IdeaPad Y900-17ISK,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,32,512GB SSD +  1TB Hybrid,Windows,10,4.6kg,"3240,00",Nvidia,Intel,1920,1080,2.7
Lenovo,Yoga Book,10.1,IPS Panel Touchscreen 1920x1200,Intel Atom x5-Z8550 1.44GHz,4,64GB Flash Storage,Windows,10,0.69kg,"646,27",Intel,Intel,1920,1200,1.44
HP,Spectre x360,13.3,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7500U 2.7GHz,16,512GB SSD,Windows,10,1.3kg,"2049,00",Intel,Intel,3840,2160,2.7
Dell,Vostro 3568,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,2.18kg,"750,00",Intel,Intel,1920,1080,2.5
HP,EliteBook 840,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4,500GB HDD,Windows,7,1.54kg,"1030,99",Intel,Intel,1920,1080,2.3
HP,ZBook 15u,15.6,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8,256GB SSD,Windows,7,1.9kg,"1495,00",AMD,Intel,1920,1080,2.5
Lenovo,ThinkPad T460,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,1GB SSD,Windows,7,1.7kg,"1199,00",Intel,Intel,1920,1080,2.3
HP,Chromebook 13,13.3,Quad HD+ 3200x1800,Intel Pentium Dual Core 4405Y 1.5GHz,4,32GB Flash Storage,Chrome OS,Version Unknown,1.29kg,"615,00",Intel,Intel,3200,1800,1.5
Acer,Aspire ES1-523,15.6,1366x768,AMD A8-Series 7410 2.2GHz,4,500GB HDD,Windows,10,2.4kg,"387,00",AMD,AMD,1366,768,2.2
Dell,Inspiron 3552,15.6,1366x768,Intel Pentium Quad Core N3700 1.6GHz,4,500GB HDD,Linux,Version Unknown,2.2kg,"393,49",Intel,Intel,1366,768,1.6
HP,250 G6,15.6,1366x768,Intel Core i3 6006U 2GHz,4,1TB HDD,No OS,Version Unknown,1.86kg,"345,99",Intel,Intel,1366,768,2.0
Asus,Rog GL702VM-GC354T,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD +  1TB HDD,Windows,10,2.7kg,"1599,00",Nvidia,Intel,1920,1080,2.8
Dell,Inspiron 5370,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4,256GB SSD,Windows,10,1.4kg,"818,35",AMD,Intel,1920,1080,1.6
HP,Elitebook 820,12.5,1366x768,Intel Core i5 6200U 2.3GHz,4,128GB SSD,Windows,7,2.4kg,"1599,00",Intel,Intel,1366,768,2.3
Acer,Aspire F5-573G,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD +  1TB HDD,Windows,10,2.4kg,"799,00",Nvidia,Intel,1920,1080,2.5
Dell,Inspiron 5567,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,1TB HDD,Windows,10,2.36kg,"638,80",AMD,Intel,1920,1080,2.5
Micro-Star International,GS70 Stealth,17.3,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8,256GB SSD,Windows,10,2.6kg,"1599,00",Nvidia,Intel,1920,1080,2.6
HP,250 G5,15.6,1366x768,Intel Pentium Quad Core N3710 1.6GHz,4,1TB HDD,Windows,10,1.96kg,"500,00",Intel,Intel,1366,768,1.6
